"","orig.ident","nCount_RNA","nFeature_RNA","integrated_snn_res.3.4","seurat_clusters","cl.conserv","cl.HC.LC.split","cl.Ab.split.3","cl.Ab.split.4","diameter","drg_level","drg_location","batch","donor","cl.conserv_final"
"N4-RT12-41","SeuratProject",166824,8526,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.14",72.16335515,"thoracic","thoracic 12",2,"N4","hAb.LTMR"
"N4-RT12-42","SeuratProject",60015,7197,"1","1","NP1","NP1","NP1","NP1",43.93439635,"thoracic","thoracic 12",2,"N4","hNP1"
"N4-RT12-43","SeuratProject",91580,8205,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.12",55.84052022,"thoracic","thoracic 12",2,"N4","hAb.LTMR"
"N4-RT12-45","SeuratProject",86755,7519,"6","6","PEP.H5","PEP.H5","PEP.H5","PEP.H5",49.80231596,"thoracic","thoracic 12",2,"N4","hPEP.CHRNA7"
"N4-RT12-46","SeuratProject",52635,5176,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",44.58168865,"thoracic","thoracic 12",2,"N4","hPEP.0"
"N4-RT12-47","SeuratProject",89264,6320,"12","12","NP3","NP3","NP3","NP3",43.61444614,"thoracic","thoracic 12",2,"N4","hPEP.SST"
"N4-RT12-48","SeuratProject",75906,6634,"9","9","PEP1.3","PEP1.3","PEP1.3","PEP1.3",42.35557282,"thoracic","thoracic 12",2,"N4","hPEP.TRPV1/A1.1"
"N4-RT12-49","SeuratProject",231005,10295,"13","13","Ad.LTMR","Ad.LTMR.HC","Ad.LTMR","Ad.LTMR",42.50561074,"thoracic","thoracic 12",2,"N4","hAd.LTMR"
"N4-RT12-50","SeuratProject",116066,8047,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.12",65.04594591,"thoracic","thoracic 12",2,"N4","hAb.LTMR"
"N4-RT12-51","SeuratProject",51379,5085,"6","6","PEP.H5","PEP.H5","PEP.H5","PEP.H5",37.08232371,"thoracic","thoracic 12",2,"N4","hPEP.CHRNA7"
"N4-RT12-52","SeuratProject",90391,4552,"1","1","NP1","NP1","NP1","NP1",41.73477839,"thoracic","thoracic 12",2,"N4","hNP1"
"N4-RT12-53","SeuratProject",98688,7492,"1","1","NP1","NP1","NP1","NP1",42.96739894,"thoracic","thoracic 12",2,"N4","hNP1"
"N4-RT12-54","SeuratProject",176065,8339,"8","8","PEP.H4","PEP.H4","PEP.H4","PEP.H4",36.40662562,"thoracic","thoracic 12",2,"N4","hPEP.PIEZOh"
"N4-RT12-55","SeuratProject",209737,10038,"10","10","NP1","NP1","NP1","NP1",39.10448464,"thoracic","thoracic 12",2,"N4","hNP1"
"N4-RT12-56","SeuratProject",237652,10727,"8","8","PEP.H4","PEP.H4","PEP.H4","PEP.H4",48.4415165,"thoracic","thoracic 12",2,"N4","hPEP.PIEZOh"
"N4-RT12-57","SeuratProject",85159,5311,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",41.22832547,"thoracic","thoracic 12",2,"N4","hPEP.0"
"N4-RT12-58","SeuratProject",125447,7298,"16","16","NP2","NP2","NP2","NP2",43.93439635,"thoracic","thoracic 12",2,"N4","hNP2"
"N4-RT12-59","SeuratProject",371704,11606,"4","4","PEP.H8","PEP.H8.HC","PEP.H8","PEP.H8",68.96049435,"thoracic","thoracic 12",2,"N4","hPEP.NTRK3"
"N4-RT12-60","SeuratProject",55705,6047,"14","14","PEP3","PEP3","PEP3","PEP3",45.89050275,"thoracic","thoracic 12",2,"N4","hPEP.KIT"
"N4-RT12-61","SeuratProject",70053,5974,"9","9","PEP1.3","PEP1.3","PEP1.3","PEP1.3",44.35262259,"thoracic","thoracic 12",2,"N4","hPEP.TRPV1/A1.1"
"N4-RT12-62","SeuratProject",71301,6084,"4","4","PEP.H8","PEP.H8.LC","PEP.H8","PEP.H8",51.7088299,"thoracic","thoracic 12",2,"N4","hPEP.NTRK3"
"N4-RT12-63","SeuratProject",94451,5818,"11","11","Ad.LTMR","Ad.LTMR.LC","Ad.LTMR","Ad.LTMR",43.91990372,"thoracic","thoracic 12",2,"N4","hAd.LTMR"
"N4-RT12-64","SeuratProject",74668,6302,"3","3","PEP.H0","PEP.H0","Ab.LTMR.s22","Ab.LTMR.s22",45.00804539,"thoracic","thoracic 12",2,"N4","hPEP.0"
"N4-RT12-65","SeuratProject",444327,11932,"4","4","PEP.H8","PEP.H8.HC","PEP.H8","PEP.H8",57.75714384,"thoracic","thoracic 12",2,"N4","hPEP.NTRK3"
"N4-RT12-66","SeuratProject",157946,7105,"11","11","Ad.LTMR","Ad.LTMR.LC","Ad.LTMR","Ad.LTMR",40.54321497,"thoracic","thoracic 12",2,"N4","hAd.LTMR"
"N4-RT12-67","SeuratProject",117612,6430,"6","6","PEP.H5","PEP.H5","PEP.H5","PEP.H5",44.09350086,"thoracic","thoracic 12",2,"N4","hPEP.CHRNA7"
"N4-RT12-68","SeuratProject",309534,10598,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.12",49.3399843,"thoracic","thoracic 12",2,"N4","hAb.LTMR"
"N4-RT12-69","SeuratProject",249086,7056,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.7",63.31001623,"thoracic","thoracic 12",2,"N4","hAb.LTMR"
"N4-RT12-70","SeuratProject",156705,7684,"15","15","PEP.H4.15","PEP.H4.15","PEP.H4.15","PEP.H4.15",36.28401455,"thoracic","thoracic 12",2,"N4","hPEP.TRPV1/A1.2"
"N4-RT12-71","SeuratProject",445637,11624,"13","13","Ad.LTMR","Ad.LTMR.HC","Ad.LTMR","Ad.LTMR",49.3270799,"thoracic","thoracic 12",2,"N4","hAd.LTMR"
"N4-RT12-72","SeuratProject",147337,7967,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.14",59.39820569,"thoracic","thoracic 12",2,"N4","hAb.LTMR"
"N4-RT12-73","SeuratProject",277107,10911,"8","8","PEP.H4","PEP.H4","PEP.H4","PEP.H4",50.78959895,"thoracic","thoracic 12",2,"N4","hPEP.PIEZOh"
"N4-RT12-74","SeuratProject",112321,6806,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",44.71002258,"thoracic","thoracic 12",2,"N4","hPEP.0"
"N4-RT12-75","SeuratProject",79230,6051,"0","0","Propr","Propr","Propr","Propr",61.04729487,"thoracic","thoracic 12",2,"N4","hPropr"
"N4-RT12-76","SeuratProject",167989,8805,"8","8","PEP.H0","PEP.H0","PEP.H0","PEP.H0",53.22553931,"thoracic","thoracic 12",2,"N4","hPEP.PIEZOh"
"N4-RT12-77","SeuratProject",221228,8909,"0","0","Propr","Propr","Propr","Propr",58.76245148,"thoracic","thoracic 12",2,"N4","hPropr"
"N4-RT12-78","SeuratProject",132696,5842,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",56.48662101,"thoracic","thoracic 12",2,"N4","hPEP.0"
"N4-RT12-79","SeuratProject",211624,10355,"15","15","PEP.H4.15","PEP.H4.15","PEP.H4.15","PEP.H4.15",35.19747289,"thoracic","thoracic 12",2,"N4","hPEP.TRPV1/A1.2"
"N4-RT12-80","SeuratProject",117364,6034,"11","11","Ad.LTMR","Ad.LTMR.HC","Ad.LTMR","Ad.LTMR",41.84141972,"thoracic","thoracic 12",2,"N4","hAd.LTMR"
"N4-RT12-81","SeuratProject",108459,7122,"0","0","Un.Gi","Un.Gi","Un.Gi","Un.Gi",56.90209326,"thoracic","thoracic 12",2,"N4","hATF3"
"N4-RT12-82","SeuratProject",127748,7426,"0","0","Propr","Propr","Propr","Propr",56.64418512,"thoracic","thoracic 12",2,"N4","hPropr"
"N4-RT12-83","SeuratProject",125307,7581,"12","12","NP3","NP3","NP3","NP3",43.43893458,"thoracic","thoracic 12",2,"N4","hPEP.SST"
"N4-RT12-84","SeuratProject",95705,6434,"9","9","PEP1.3","PEP1.3","PEP1.3","PEP1.3",43.49751712,"thoracic","thoracic 12",2,"N4","hPEP.TRPV1/A1.1"
"N4-RT12-85","SeuratProject",201365,7781,"0","0","Propr","Propr","Propr","Propr",62.38824693,"thoracic","thoracic 12",2,"N4","hPropr"
"N4-RT12-86","SeuratProject",125358,7471,"11","11","Ad.LTMR","Ad.LTMR.LC","Ad.LTMR","Ad.LTMR",49.22372289,"thoracic","thoracic 12",2,"N4","hAd.LTMR"
"N4-RT12-87","SeuratProject",91374,4142,"6","6","PEP.H5","PEP.H5","PEP.H5","PEP.H5",45.12106012,"thoracic","thoracic 12",2,"N4","hPEP.CHRNA7"
"N4-RT12-88","SeuratProject",40400,3827,"1","1","NP1","NP1","NP1","NP1",48.70364783,"thoracic","thoracic 12",2,"N4","hNP1"
"N4-RT12-89","SeuratProject",119044,8725,"11","11","Ad.LTMR","Ad.LTMR.LC","Ad.LTMR","Ad.LTMR",40.84046807,"thoracic","thoracic 12",2,"N4","hAd.LTMR"
"N4-RT12-90","SeuratProject",99173,7849,"10","10","NP1","NP1","NP1","NP1",39.75034971,"thoracic","thoracic 12",2,"N4","hNP1"
"N4-RT12-91","SeuratProject",77442,5734,"14","14","PEP3","PEP3","PEP3","PEP3",45.12106012,"thoracic","thoracic 12",2,"N4","hPEP.KIT"
"N4-RT12-92","SeuratProject",66403,4991,"1","1","NP1","NP1","NP1","NP1",49.52029286,"thoracic","thoracic 12",2,"N4","hNP1"
"N4-RT12-93","SeuratProject",90016,6397,"16","16","NP2","NP2","NP2","NP2",38.56350365,"thoracic","thoracic 12",2,"N4","hNP2"
"N4-RT12-94","SeuratProject",100553,6142,"14","14","PEP3","PEP3","PEP3","PEP3",44.45298423,"thoracic","thoracic 12",2,"N4","hPEP.KIT"
"N4-RT12-95","SeuratProject",117323,5654,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",52.55146639,"thoracic","thoracic 12",2,"N4","hPEP.0"
"N4-RT12-96","SeuratProject",91630,7943,"1","1","NP1","NP1","NP1","NP1",44.3813205,"thoracic","thoracic 12",2,"N4","hNP1"
"N4-RT12-97","SeuratProject",67157,5824,"10","10","NP1","NP1","NP1","NP1",36.00219269,"thoracic","thoracic 12",2,"N4","hNP1"
"N4-RT12-98","SeuratProject",107563,7316,"1","1","NP1","NP1","NP1","NP1",49.40445576,"thoracic","thoracic 12",2,"N4","hNP1"
"N4-RT12-99","SeuratProject",110402,6751,"9","9","PEP1.3","PEP1.3","PEP1.3","PEP1.3",45.77938757,"thoracic","thoracic 12",2,"N4","hPEP.TRPV1/A1.1"
"N4-RT12-100","SeuratProject",153192,8444,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.14",48.33626593,"thoracic","thoracic 12",2,"N4","hAb.LTMR"
"N4-RT12-101","SeuratProject",99659,6335,"3","3","TRPM8","TRPM8","TRPM8","TRPM8",31.9153827,"thoracic","thoracic 12",2,"N4","hTRPM8"
"N4-RT12-102","SeuratProject",253457,9226,"13","13","Ad.LTMR","Ad.LTMR.HC","Ad.LTMR","Ad.LTMR",39.86230022,"thoracic","thoracic 12",2,"N4","hAd.LTMR"
"N4-RT12-103","SeuratProject",72705,5306,"9","9","PEP1.3","PEP1.3","PEP1.3","PEP1.3",32.39057583,"thoracic","thoracic 12",2,"N4","hPEP.TRPV1/A1.1"
"N4-RT12-104","SeuratProject",95472,5897,"6","6","PEP.H5","PEP.H5","PEP.H5","PEP.H5",45.79329171,"thoracic","thoracic 12",2,"N4","hPEP.CHRNA7"
"N4-RT12-105","SeuratProject",302433,10379,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.12",45.51440184,"thoracic","thoracic 12",2,"N4","hAb.LTMR"
"N4-RT12-106","SeuratProject",142267,5983,"4","4","PEP.H8","PEP.H8.LC","PEP.H8","PEP.H8",58.78411506,"thoracic","thoracic 12",2,"N4","hPEP.NTRK3"
"N4-RT12-107","SeuratProject",90549,4257,"3","3","PEP.H0","PEP.H0","PEP.H0","PEP.H0",69.40219939,"thoracic","thoracic 12",2,"N4","hPEP.0"
"N4-RT12-108","SeuratProject",139064,4825,"16","16","NP2","NP2","NP2","NP2",36.42410779,"thoracic","thoracic 12",2,"N4","hNP2"
"N4-RT12-109","SeuratProject",185013,9106,"6","6","PEP.H5","PEP.H5","PEP.H5","PEP.H5",50.38690004,"thoracic","thoracic 12",2,"N4","hPEP.CHRNA7"
"N4-RT12-110","SeuratProject",190892,5395,"3","3","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.7",64.38686223,"thoracic","thoracic 12",2,"N4","hAb.LTMR"
"N4-RT12-112","SeuratProject",158540,6035,"0","0","Propr","Propr","Propr","Propr",44.13679346,"thoracic","thoracic 12",2,"N4","hPropr"
"N4-RT12-113","SeuratProject",249514,11210,"8","8","PEP.H4","PEP.H4","PEP.H4","PEP.H4",46.64725521,"thoracic","thoracic 12",2,"N4","hPEP.PIEZOh"
"N4-RT12-114","SeuratProject",232910,10437,"13","13","Ad.LTMR","Ad.LTMR.HC","Ad.LTMR","Ad.LTMR",43.83284734,"thoracic","thoracic 12",2,"N4","hAd.LTMR"
"N4-RT12-115","SeuratProject",85829,6106,"9","9","PEP1.3","PEP1.3","PEP1.3","PEP1.3",29.9392828,"thoracic","thoracic 12",2,"N4","hPEP.TRPV1/A1.1"
"N4-RT12-116","SeuratProject",155391,8550,"6","6","PEP.H5","PEP.H5","PEP.H5","PEP.H5",41.62786386,"thoracic","thoracic 12",2,"N4","hPEP.CHRNA7"
"N4-RT12-117","SeuratProject",119107,7817,"1","1","NP1","NP1","NP1","NP1",43.36559511,"thoracic","thoracic 12",2,"N4","hNP1"
"N4-RT12-118","SeuratProject",85711,4462,"1","1","NP1","NP1","NP1","NP1",44.66728557,"thoracic","thoracic 12",2,"N4","hNP1"
"N4-RT12-119","SeuratProject",140127,8276,"1","1","NP1","NP1","NP1","NP1",47.37849043,"thoracic","thoracic 12",2,"N4","hNP1"
"N4-RT12-120","SeuratProject",176348,8757,"1","1","NP1","NP1","NP1","NP1",46.78353145,"thoracic","thoracic 12",2,"N4","hNP1"
"N4-RT12-122","SeuratProject",121587,7684,"11","11","Ad.LTMR","Ad.LTMR.LC","Ad.LTMR","Ad.LTMR",42.67004312,"thoracic","thoracic 12",2,"N4","hAd.LTMR"
"N4-RT12-123","SeuratProject",92879,4985,"1","1","NP1","NP1","NP1","NP1",43.61444614,"thoracic","thoracic 12",2,"N4","hNP1"
"N4-RT12-124","SeuratProject",241746,9025,"15","15","PEP.H4.15","PEP.H4.15","PEP.H4.15","PEP.H4.15",37.52603044,"thoracic","thoracic 12",2,"N4","hPEP.TRPV1/A1.2"
"N4-RT12-125","SeuratProject",65516,2740,"3","3","PEP.H0","PEP.H0","Ab.LTMR.s22","Ab.LTMR.s22",41.87183878,"thoracic","thoracic 12",2,"N4","hPEP.0"
"N4-RT12-126","SeuratProject",83866,2643,"3","3","PEP.H0","PEP.H0","Ab.LTMR.s22","Ab.LTMR.s22",55.10604655,"thoracic","thoracic 12",2,"N4","hPEP.0"
"N4-RT12-127","SeuratProject",178381,8329,"17","17","C.LTMR","C.LTMR","C.LTMR","C.LTMR",41.87183878,"thoracic","thoracic 12",2,"N4","hC.LTMR"
"N4-RT12-128","SeuratProject",295678,11699,"14","14","PEP3","PEP3","PEP3","PEP3",49.08125161,"thoracic","thoracic 12",2,"N4","hPEP.KIT"
"N4-RT12-129","SeuratProject",220150,8996,"10","10","NP1","NP1","NP1","NP1",35.71814729,"thoracic","thoracic 12",2,"N4","hNP1"
"N4-RT12-130","SeuratProject",253088,10148,"10","10","NP1","NP1","NP1","NP1",49.08125161,"thoracic","thoracic 12",3,"N4","hNP1"
"N4-RT12-131","SeuratProject",204167,7714,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.12",49.26250718,"thoracic","thoracic 12",3,"N4","hAb.LTMR"
"N4-RT12-132","SeuratProject",319477,11435,"8","8","PEP.H4","PEP.H4","PEP.H4","PEP.H4",43.43893458,"thoracic","thoracic 12",3,"N4","hPEP.PIEZOh"
"N4-RT12-133","SeuratProject",146017,6330,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",44.35262259,"thoracic","thoracic 12",3,"N4","hPEP.0"
"N4-RT12-134","SeuratProject",162443,7279,"4","4","PEP.H8","PEP.H8.LC","PEP.H8","PEP.H8",59.96356006,"thoracic","thoracic 12",3,"N4","hPEP.NTRK3"
"N4-RT12-135","SeuratProject",213440,8118,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.14",77.52219523,"thoracic","thoracic 12",3,"N4","hAb.LTMR"
"N4-RT12-136","SeuratProject",462072,10914,"0","0","Propr","Propr","Propr","Propr",63.15900222,"thoracic","thoracic 12",3,"N4","hPropr"
"N4-RT12-137","SeuratProject",131788,7981,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.12",67.17410977,"thoracic","thoracic 12",3,"N4","hAb.LTMR"
"N4-RT12-138","SeuratProject",112477,4864,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",47.00075157,"thoracic","thoracic 12",3,"N4","hPEP.0"
"N4-RT12-139","SeuratProject",121286,4004,"9","9","PEP1.3","PEP1.3","PEP1.3","PEP1.3",35.50362194,"thoracic","thoracic 12",3,"N4","hPEP.TRPV1/A1.1"
"N4-RT12-140","SeuratProject",71750,4493,"1","1","NP1","NP1","NP1","NP1",48.19117107,"thoracic","thoracic 12",3,"N4","hNP1"
"N4-RT12-141","SeuratProject",64675,3618,"1","1","NP1","NP1","NP1","NP1",34.31831288,"thoracic","thoracic 12",3,"N4","hNP1"
"N4-RT12-142","SeuratProject",97112,6934,"1","1","NP1","NP1","NP1","NP1",41.56664638,"thoracic","thoracic 12",3,"N4","hNP1"
"N4-RT12-143","SeuratProject",85208,6953,"1","1","NP1","NP1","NP1","NP1",48.58586375,"thoracic","thoracic 12",3,"N4","hNP1"
"N4-RT12-144","SeuratProject",74280,2880,"3","3","PEP.H0","PEP.H0","Ab.LTMR.s22","Ab.LTMR.s22",54.03275234,"thoracic","thoracic 12",3,"N4","hPEP.0"
"N4-RT12-145","SeuratProject",212711,10628,"10","10","NP1","NP1","NP1","NP1",43.68736786,"thoracic","thoracic 12",3,"N4","hNP1"
"N4-RT12-146","SeuratProject",89617,5958,"17","17","C.LTMR","C.LTMR","C.LTMR","C.LTMR",34.65061199,"thoracic","thoracic 12",3,"N4","hC.LTMR"
"N4-RT12-147","SeuratProject",116655,6439,"0","0","Propr","Propr","Propr","Propr",45.83497883,"thoracic","thoracic 12",3,"N4","hPropr"
"N4-RT12-149","SeuratProject",79341,6197,"1","1","NP1","NP1","NP1","NP1",55.41708973,"thoracic","thoracic 12",3,"N4","hNP1"
"N4-RT12-150","SeuratProject",176306,9669,"15","15","PEP.H4.15","PEP.H4.15","PEP.H4.15","PEP.H4.15",32.351243,"thoracic","thoracic 12",3,"N4","hPEP.TRPV1/A1.2"
"N4-RT12-151","SeuratProject",127928,7642,"4","4","PEP.H8","PEP.H8.LC","PEP.H8","PEP.H8",64.80080316,"thoracic","thoracic 12",3,"N4","hPEP.NTRK3"
"N4-RT12-152","SeuratProject",95843,7327,"1","1","NP1","NP1","NP1","NP1",76.93692705,"thoracic","thoracic 12",3,"N4","hNP1"
"N4-RT12-154","SeuratProject",68698,5988,"1","1","NP1","NP1","NP1","NP1",43.0266235,"thoracic","thoracic 12",3,"N4","hNP1"
"N4-RT12-155","SeuratProject",122371,2797,"3","3","PEP.H0","PEP.H0","Ab.LTMR.s22","Ab.LTMR.s22",60.71267203,"thoracic","thoracic 12",3,"N4","hPEP.0"
"N4-RT12-156","SeuratProject",90805,6690,"1","1","NP1","NP1","NP1","NP1",47.27087305,"thoracic","thoracic 12",3,"N4","hNP1"
"N4-RT12-157","SeuratProject",423735,10068,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.12",56.55420224,"thoracic","thoracic 12",3,"N4","hAb.LTMR"
"N4-RT12-158","SeuratProject",226373,10200,"14","14","PEP3","PEP3","PEP3","PEP3",37.1680633,"thoracic","thoracic 12",3,"N4","hPEP.KIT"
"N4-RT12-159","SeuratProject",220879,9210,"8","8","PEP.H4","PEP.H4","PEP.H4","PEP.H4",55.20992232,"thoracic","thoracic 12",3,"N4","hPEP.PIEZOh"
"N4-RT12-160","SeuratProject",100905,5227,"9","9","PEP1.3","PEP1.3","PEP1.3","PEP1.3",44.18004363,"thoracic","thoracic 12",3,"N4","hPEP.TRPV1/A1.1"
"N4-RT12-161","SeuratProject",128669,6271,"9","9","PEP1.3","PEP1.3","PEP1.3","PEP1.3",46.34603703,"thoracic","thoracic 12",3,"N4","hPEP.TRPV1/A1.1"
"N4-RT12-162","SeuratProject",99237,6650,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",47.17650646,"thoracic","thoracic 12",3,"N4","hPEP.0"
"N4-RT12-163","SeuratProject",290395,9994,"11","11","Ad.LTMR","Ad.LTMR.LC","Ad.LTMR","Ad.LTMR",44.49592707,"thoracic","thoracic 12",3,"N4","hAd.LTMR"
"N4-RT12-164","SeuratProject",101570,4547,"3","3","PEP.H0","PEP.H0","PEP.H0","PEP.H0",52.63619759,"thoracic","thoracic 12",3,"N4","hPEP.0"
"N4-RT12-165","SeuratProject",503533,10380,"0","0","Propr","Propr","Propr","Propr",60.86975553,"thoracic","thoracic 12",3,"N4","hPropr"
"N4-RT12-166","SeuratProject",261425,5139,"3","3","PEP.H0","PEP.H0","Ab.LTMR.s22","Ab.LTMR.s22",57.45876953,"thoracic","thoracic 12",3,"N4","hPEP.0"
"N4-RT12-167","SeuratProject",455863,11204,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.7",55.54331165,"thoracic","thoracic 12",3,"N4","hAb.LTMR"
"N4-RT12-168","SeuratProject",326959,7012,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.7",69.18169939,"thoracic","thoracic 12",3,"N4","hAb.LTMR"
"N4-RT12-169","SeuratProject",71515,7887,"9","9","PEP1.3","PEP1.3","PEP1.3","PEP1.3",46.63360569,"thoracic","thoracic 12",3,"N4","hPEP.TRPV1/A1.1"
"N4-RT12-170","SeuratProject",211599,6257,"0","0","Propr","Propr","Propr","Propr",47.32471233,"thoracic","thoracic 12",3,"N4","hPropr"
"N4-RT12-171","SeuratProject",262006,8404,"10","10","NP1","NP1","NP1","NP1",47.55284923,"thoracic","thoracic 12",3,"N4","hNP1"
"N4-RT12-172","SeuratProject",294340,10112,"11","11","Ad.LTMR","Ad.LTMR.LC","Ad.LTMR","Ad.LTMR",45.00804539,"thoracic","thoracic 12",3,"N4","hAd.LTMR"
"N4-RT12-173","SeuratProject",224566,8399,"1","1","NP1","NP1","NP1","NP1",44.30954086,"thoracic","thoracic 12",3,"N4","hNP1"
"N4-RT12-174","SeuratProject",220969,8670,"1","1","NP1","NP1","NP1","NP1",42.23515873,"thoracic","thoracic 12",3,"N4","hNP1"
"N4-RT12-175","SeuratProject",384509,8072,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",41.13557322,"thoracic","thoracic 12",3,"N4","hPEP.0"
"N4-RT12-176","SeuratProject",660160,8214,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",44.07906054,"thoracic","thoracic 12",3,"N4","hPEP.0"
"N4-RT12-177","SeuratProject",275989,5526,"3","3","TRPM8","TRPM8","TRPM8","TRPM8",34.66897966,"thoracic","thoracic 12",3,"N4","hTRPM8"
"N4-RT12-178","SeuratProject",1023501,13814,"8","8","PEP.H4","PEP.H4","PEP.H4","PEP.H4",48.572759,"thoracic","thoracic 12",3,"N4","hPEP.PIEZOh"
"N4-RT12-179","SeuratProject",279377,8036,"11","11","Ad.LTMR","Ad.LTMR.LC","Ad.LTMR","Ad.LTMR",39.42873965,"thoracic","thoracic 12",3,"N4","hAd.LTMR"
"N4-RT12-180","SeuratProject",863641,12077,"13","13","Ad.LTMR","Ad.LTMR.HC","Ad.LTMR","Ad.LTMR",45.43040102,"thoracic","thoracic 12",3,"N4","hAd.LTMR"
"N4-RT12-181","SeuratProject",1230506,8701,"3","3","PEP.H0","PEP.H0","PEP.H0","PEP.H0",50.19702284,"thoracic","thoracic 12",3,"N4","hPEP.0"
"N4-RT12-182","SeuratProject",430794,6135,"1","1","NP1","NP1","NP1","NP1",46.55162448,"thoracic","thoracic 12",3,"N4","hNP1"
"N4-RT12-183","SeuratProject",761460,10593,"8","8","PEP.H0","PEP.H0","PEP.H0","PEP.H0",45.47242083,"thoracic","thoracic 12",3,"N4","hPEP.PIEZOh"
"N4-RT12-184","SeuratProject",355825,6317,"3","3","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.7",50.12087055,"thoracic","thoracic 12",3,"N4","hAb.LTMR"
"N4-RT12-186","SeuratProject",797513,12746,"13","13","Ad.LTMR","Ad.LTMR.HC","Ad.LTMR","Ad.LTMR",44.4816174,"thoracic","thoracic 12",3,"N4","hAd.LTMR"
"N4-RT12-187","SeuratProject",861179,9588,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.7",62.40865191,"thoracic","thoracic 12",3,"N4","hAb.LTMR"
"N4-RT12-188","SeuratProject",510180,10873,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.14",77.06920642,"thoracic","thoracic 12",3,"N4","hAb.LTMR"
"N4-RT12-189","SeuratProject",1169803,10239,"11","11","Ad.LTMR","Ad.LTMR.LC","Ad.LTMR","Ad.LTMR",41.84141972,"thoracic","thoracic 12",3,"N4","hAd.LTMR"
"N4-RT12-190","SeuratProject",106717,4126,"3","3","PEP.H0","PEP.H0","PEP.H0","PEP.H0",43.011825,"thoracic","thoracic 12",3,"N4","hPEP.0"
"N4-RT12-191","SeuratProject",396221,11218,"0","0","Propr","Propr","Propr","Propr",48.78201256,"thoracic","thoracic 12",3,"N4","hPropr"
"N4-RT12-192","SeuratProject",77810,7267,"0","0","Propr","Propr","Propr","Propr",70.9803421,"thoracic","thoracic 12",3,"N4","hPropr"
"N4-RT12-193","SeuratProject",300988,9306,"8","8","PEP.H0","PEP.H0","PEP.H0","PEP.H0",42.20500152,"thoracic","thoracic 12",3,"N4","hPEP.PIEZOh"
"N4-RT12-194","SeuratProject",157670,6508,"12","12","NP3","NP3","NP3","NP3",39.25073089,"thoracic","thoracic 12",3,"N4","hPEP.SST"
