"","orig.ident","nCount_RNA","nFeature_RNA","cell_id","donor","level","Xenium_id","RNA_snn_res.2.5","seurat_clusters","cell_type","cell_type_manual","large_group"
"Neuron914","pbmc3k",6805,66,"07785-10547","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron915","pbmc3k",3153,61,"02863-10250","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron916","pbmc3k",484,53,"03211-10382","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron917","pbmc3k",844,45,"03676-09826","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","12","12","hPropr","hPropr","NF"
"Neuron918","pbmc3k",5272,62,"03623-10157","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","12","12","hPropr","hPropr","NF"
"Neuron919","pbmc3k",1839,69,"04003-10096","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron920","pbmc3k",1074,56,"02929-10759","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron921","pbmc3k",478,42,"03081-10968","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron922","pbmc3k",2530,63,"03818-10825","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron923","pbmc3k",2814,61,"04002-11065","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","13","13","hAd.LTMR","hAd.LTMR","NF"
"Neuron924","pbmc3k",560,55,"03790-11268","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","9","9","hPEP.CHRNA7","hPEP.CHRNA7","PEP"
"Neuron925","pbmc3k",4398,66,"04155-11363","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron926","pbmc3k",2916,73,"04414-11499","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron927","pbmc3k",1885,62,"04594-10957","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","12","12","hPropr","hPropr","NF"
"Neuron928","pbmc3k",2904,71,"04575-10666","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","15","15","hNP2","hNP2","NP"
"Neuron929","pbmc3k",2209,52,"04420-10540","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron930","pbmc3k",2599,68,"04322-10340","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron931","pbmc3k",2864,62,"04680-09912","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","11","11","unidentified","unidentified","NF"
"Neuron932","pbmc3k",10284,76,"04985-10965","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","10","10","hPEP.NTRK3","hPEP.NTRK3","PEP"
"Neuron933","pbmc3k",1583,58,"05324-10497","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron934","pbmc3k",2036,69,"03345-12175","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron935","pbmc3k",1608,65,"03811-12240","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron936","pbmc3k",4529,80,"03603-12303","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","14","14","hPEP.0","hPEP.0","PEP"
"Neuron937","pbmc3k",3619,76,"03962-12697","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","14","14","hPEP.0","hPEP.0","PEP"
"Neuron938","pbmc3k",409,47,"04117-12893","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","14","14","hPEP.0","hPEP.0","PEP"
"Neuron939","pbmc3k",3539,76,"04214-12717","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron940","pbmc3k",4229,63,"04523-12312","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron941","pbmc3k",4752,71,"04639-12046","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","12","12","hPropr","hPropr","NF"
"Neuron942","pbmc3k",4161,60,"05491-11484","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","13","13","hAd.LTMR","hAd.LTMR","NF"
"Neuron943","pbmc3k",3700,63,"05252-11660","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","8","8","hAb.LTMR","hAb.LTMR","NF"
"Neuron944","pbmc3k",6622,71,"05921-11663","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","13","13","hAd.LTMR","hAd.LTMR","NF"
"Neuron945","pbmc3k",7537,67,"06318-11741","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron946","pbmc3k",965,54,"05647-12388","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron947","pbmc3k",308,49,"06005-12190","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","9","9","hPEP.CHRNA7","hPEP.CHRNA7","PEP"
"Neuron948","pbmc3k",2636,65,"06834-11622","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron949","pbmc3k",2817,59,"07661-11459","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","11","11","unidentified","unidentified","NF"
"Neuron950","pbmc3k",3730,58,"07822-11821","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","8","8","hAb.LTMR","hATF3","NF"
"Neuron951","pbmc3k",4552,59,"07905-12335","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","10","10","hPEP.NTRK3","hPEP.NTRK3","PEP"
"Neuron952","pbmc3k",12723,78,"08216-11742","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","8","8","hAb.LTMR","hATF3","NF"
"Neuron953","pbmc3k",1912,54,"08170-11296","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron954","pbmc3k",1263,65,"08102-11132","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron955","pbmc3k",887,58,"08231-11145","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","14","14","hPEP.0","hPEP.0","PEP"
"Neuron956","pbmc3k",2257,76,"08387-11200","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron957","pbmc3k",8526,71,"08511-11434","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron958","pbmc3k",1923,64,"08539-11098","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron959","pbmc3k",773,57,"08217-12339","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron960","pbmc3k",2312,54,"08408-12183","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","13","13","hAd.LTMR","hAd.LTMR","NF"
"Neuron961","pbmc3k",3954,68,"08401-12590","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron962","pbmc3k",4866,63,"08733-12467","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","8","8","hAb.LTMR","hAb.LTMR","NF"
"Neuron963","pbmc3k",6848,70,"08731-12144","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","10","10","hPEP.NTRK3","hPEP.NTRK3","PEP"
"Neuron964","pbmc3k",1713,58,"08669-11708","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron965","pbmc3k",2822,61,"08764-10949","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron966","pbmc3k",2859,62,"08934-10884","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron967","pbmc3k",5729,75,"08620-10789","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron968","pbmc3k",10345,79,"09012-11330","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron969","pbmc3k",4903,69,"09097-11504","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron970","pbmc3k",1144,65,"09216-11192","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","3","3","hSST","hSST","NP"
"Neuron971","pbmc3k",2085,68,"09234-10947","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","14","14","hPEP.0","hPEP.0","PEP"
"Neuron972","pbmc3k",2423,68,"09438-10882","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron973","pbmc3k",8380,70,"09328-10526","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","12","12","hPropr","hPropr","NF"
"Neuron974","pbmc3k",7433,78,"09353-11487","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron975","pbmc3k",8454,69,"09134-11790","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron976","pbmc3k",699,60,"09216-11937","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron977","pbmc3k",11930,78,"09067-12228","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron978","pbmc3k",2559,63,"08891-11961","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron979","pbmc3k",2794,72,"09391-11319","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","3","3","hSST","hSST","NP"
"Neuron980","pbmc3k",3343,62,"09607-11266","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","15","15","hNP2","hNP2","NP"
"Neuron981","pbmc3k",3822,63,"09771-11294","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron982","pbmc3k",1737,65,"09775-11499","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron983","pbmc3k",3948,68,"09856-11707","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","9","9","hPEP.CHRNA7","hPEP.CHRNA7","PEP"
"Neuron984","pbmc3k",11888,76,"09725-11952","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","13","13","hAd.LTMR","hAd.LTMR","NF"
"Neuron985","pbmc3k",8834,66,"09741-12488","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","8","8","hAb.LTMR","hAb.LTMR","NF"
"Neuron986","pbmc3k",4045,71,"09495-12328","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron987","pbmc3k",816,56,"09238-12498","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","11","11","unidentified","unidentified","NF"
"Neuron988","pbmc3k",700,61,"10002-12679","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","14","14","hPEP.0","hPEP.0","PEP"
"Neuron989","pbmc3k",4616,72,"10117-12227","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","9","9","hPEP.CHRNA7","hPEP.CHRNA7","PEP"
"Neuron990","pbmc3k",3333,68,"10243-11901","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron991","pbmc3k",3703,67,"10361-11971","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron992","pbmc3k",4468,65,"10409-12242","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","16","16","hTRPM8","hTRPM8","NP"
"Neuron993","pbmc3k",191,41,"10308-12426","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","11","11","unidentified","unidentified","NF"
"Neuron994","pbmc3k",8592,72,"10613-12079","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron995","pbmc3k",1955,51,"10433-11674","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron996","pbmc3k",2719,68,"10057-11236","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron997","pbmc3k",396,55,"10059-11575","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","10","10","hPEP.NTRK3","hPEP.NTRK3","PEP"
"Neuron998","pbmc3k",1619,58,"10793-11858","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron999","pbmc3k",397,56,"10877-12048","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron1000","pbmc3k",2081,52,"10628-12600","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","13","13","hAd.LTMR","hAd.LTMR","NF"
"Neuron1001","pbmc3k",2407,67,"10618-12348","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","14","14","hPEP.0","hPEP.0","PEP"
"Neuron1002","pbmc3k",6521,74,"10846-12382","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron1003","pbmc3k",2524,63,"10871-12737","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron1004","pbmc3k",3271,65,"11093-12659","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron1005","pbmc3k",4372,71,"11219-12549","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","9","9","hPEP.CHRNA7","hPEP.CHRNA7","PEP"
"Neuron1006","pbmc3k",2039,70,"11029-12329","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","15","15","hNP2","hNP2","NP"
"Neuron1007","pbmc3k",4209,69,"11015-12102","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron1008","pbmc3k",2800,56,"11095-12232","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron1009","pbmc3k",535,48,"11279-12410","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron1010","pbmc3k",4567,75,"11421-12327","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron1011","pbmc3k",1411,65,"11581-12375","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron1012","pbmc3k",1730,73,"11623-12202","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","16","16","hTRPM8","hTRPM8","NP"
"Neuron1013","pbmc3k",3136,68,"11813-12125","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron1014","pbmc3k",3012,69,"12048-12527","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","15","15","hNP2","hNP2","NP"
"Neuron1015","pbmc3k",1873,64,"12401-12309","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron1016","pbmc3k",1176,61,"12391-11949","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","16","16","hTRPM8","hTRPM8","NP"
"Neuron1017","pbmc3k",933,70,"12310-12020","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","11","11","unidentified","unidentified","NF"
"Neuron1018","pbmc3k",1357,56,"12375-11622","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron1019","pbmc3k",2106,63,"12377-11771","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron1020","pbmc3k",3237,64,"12033-11925","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron1021","pbmc3k",1218,61,"11947-11716","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron1022","pbmc3k",2142,60,"12562-11716","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron1023","pbmc3k",2672,65,"12642-12003","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron1024","pbmc3k",1719,53,"12485-12182","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron1025","pbmc3k",3315,68,"13032-12071","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron1026","pbmc3k",2263,59,"12840-11817","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron1027","pbmc3k",1889,60,"12921-11576","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron1028","pbmc3k",5161,74,"13113-11539","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron1029","pbmc3k",704,53,"13288-11560","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","14","14","hPEP.0","hPEP.0","PEP"
"Neuron1030","pbmc3k",1957,61,"13350-11989","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron1031","pbmc3k",2579,56,"13451-11744","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron1032","pbmc3k",1871,58,"13482-11402","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron1033","pbmc3k",1889,59,"13704-11605","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron1034","pbmc3k",5459,73,"13586-11176","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron1035","pbmc3k",1822,65,"13844-11268","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron1036","pbmc3k",1993,64,"14255-11166","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron1037","pbmc3k",2416,62,"14270-10912","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","14","14","hPEP.0","hPEP.0","PEP"
"Neuron1038","pbmc3k",572,42,"14193-11399","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","8","8","hAb.LTMR","hAb.LTMR","NF"
"Neuron1039","pbmc3k",1730,61,"14501-11173","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","14","14","hPEP.0","hPEP.0","PEP"
"Neuron1040","pbmc3k",1597,58,"14934-11142","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron1041","pbmc3k",623,59,"14895-11042","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","10","10","hPEP.NTRK3","hPEP.NTRK3","PEP"
"Neuron1042","pbmc3k",1515,62,"14803-11227","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron1043","pbmc3k",3489,67,"14715-11057","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron1044","pbmc3k",1077,61,"14609-10761","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron1045","pbmc3k",1695,60,"14956-10704","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron1046","pbmc3k",2855,63,"14801-10486","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","3","3","hSST","hSST","NP"
"Neuron1047","pbmc3k",3542,74,"15131-10571","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron1048","pbmc3k",2686,60,"15332-10460","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron1049","pbmc3k",6018,71,"15144-10143","N4","T12","output-XETG00171__0018220__Region_3__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
